acronym_,expansion,id,text
SA,string analysis,TS-856,"From the analysis of the Pareto front , we can see that the non - dominated configurations are those based on NLP - Verb , NLP - Noun and String Analysis ( SA ) ."
SVM,support vector machine,TS-857,They formulated the relation extraction task as a multiclass classification problem and SVM with linear kernel were used for classification .
VAT,visceral adipose tissue,TS-858,"In accordance with previous studies on smaller data sets , our data showed a lower correlation of BMI with VAT - V than with AAT - V and SAT - V. We also observed a sex difference of the SAT - V and VAT - V accumulation as previously reported : men were more likely to have higher VAT - V and lower SAT - V compared to women ."
CNN,convolutional neural network,TS-859,t   h0.22 CNN to CNN  h0.22 CNN to SAN  h0.22 SAN to CNN  h0.22 SAN to SAN The alignments of CNN / SAN decoder to CNN / SAN encoder from DPN - S2S. The x - axis and y - axis of each plot correspond to the words in the source language and target language .
RL,reinforcement learning,TS-860,"First , there is no notion of supervised labels in an RL agent , as its performance is assessed purely on the rewards it earns in an episode of game playing ."
CNN,convolutional neural network,TS-861,"As soon as the average degree changes , and thus changes , the input and output sizes of the CNN should be modified ."
Id,idiotypic,TS-862,effects of idiotypic and antiidiotypic antibodies against protein sb on synaptic transmission and LT potentiation of ca pyramidal neurons in rat hippocampus were studied idiotypic antibodies against protein sb inhibited synaptic transmission from schaffer collateral axons to pyramidal neurons but had no effect on neuronal responses to antidromic stimulation antiidiotypic antibodies against protein sb facilitated neuronal responses to orthodromic stimulation Id antibodies against protein sb suppressed changes in neuronal responses to orthodromic stimulation during longterm potentiation while antiidiotypic antibodies facilitated these effects our findings suggest that the effects of Id and antiidiotypic antibodies to protein sb are associated with their RII influences on synaptic transmission these mechanisms differ from mechanisms of synaptic STDP involved in LT potentiation
SPL,sound pressure level,TS-863,This makes the sensors more adept at measuring decibel change over time rather than providing directly comparable absolute SPL values across different deployment types .
FP,false positive,TS-864,Further experiments show that performing a joint ConvNet model trained on both mediastinal and abdominal lymph node candidates together can improve the classification by 10 to 80 sensitivity improvements ( case by case ) at 3 FP / vol .
GMM,gaussian mixture model,TS-865,"For each of these modes of the residual GMM , we can reverse engineer a hypothetical Gaussian measurement noise that if applied to the system in isolation would generate a Gaussian residual equal to that mode of the residual GMM ."
AVD,aortic valve disease,TS-866,CS and electron microscopic observations were made on left VVI myocardium removed at operation from patients with chronic AVD in all patients most cardiac muscle cells were hypertrophid and surrounded by small amounts of fibrous tissue in two of the six patients with pure aortic regurgitation and in four of the five patients with combined aortic stenosis and regurgitation cardiac muscle cells with evidence of degeneration were present in addition to hypertrophied nondegenerated cells degenerated cardiac muscle cells were not observed in the six patients with predominant aortic stenosis cardiac muscle cells with mild degeneration showed focal myofibrillar lysis with preferential loss of thick myofilaments and focal proliferation of tubules of sarcoplasmic reticulum more severely degenerated muscle cells showed a marked decrease in the numbers of myofibrils and t tubules and proliferation of sarcoplasmic reticulum or mitochondria or both severly degenerated cells usually were present in areas of marked fibrosis often were atrophic had thickened basement membranes and had lost their intercellular connections these findings suggest that degenerated cardiac muscle cells have poor contractile CF and may be responsible for impaired cardiac performance in some patients with chronic AVD
FC,fully connected,TS-867,"Given a sequence , considering feature distribution obtained by FC layer , we first select key frames and key segments ."
ED,early distal,TS-868,the incretin hormone glucagonlike peptide glp is released from the gut in response to fat or carbohydrate and contributes to negative FB control of blood gl by stimulating insulin secretion inhibiting glucagon and slowing GE glp receptors glpr are also expressed in the PT tubule and possibly elsewhere in the kidney presently we examined the effect of a glpr agonist on singlenephron glomerular filtration rate gfr sngfr proximal reabsorption jprox tubuloglomerular FB tgf responses and urine flow rate in hydropenic male wistar and wistarfroemter rats micropuncture and wholekidney data were obtained before and during infusion of the glp agonist exenatide nmolh iv sngfr and jprox were measured by LP collection at both extremes of tgf activation which was achieved by perfusing henles loop at or nlmin primary changes in jprox were revealed by analysis of covariance for jprox with sngfr as a covariate effects on tgf activation were determined in a separate set of experiments by comparing ED and LP collections exenatide increased sngfr by suppressed PT tubular reabsorption by doubled ED flow rate and increased urine flow rate sixfold without altering the efficiency of glomerulotubular balance tgf responsiveness or the tonic influence of tgf this implies that exenatide is both a proximal diuretic and a renal vasodilator since the NK agonist for the glpr is regulated by intake of fat and carbohydrate but not by salt or fluid the control of salt excretion by the glpr system departs from the usual negativefeedback paradigm for regulating salt balance
NN,neural network,TS-869,"Random Neural Networks are known for they success in pattern recognition and classification problems , making this type of NN suitable for the proposed mechanism ."
RS,rate splitting,TS-870,"Furthermore , we showed that in the case of a dense environment with increasing number of users , the ability of RS to tackle SI and multi - user saturation worsens because the common message has to be decoded by more users ."
GP,gaussian process,TS-871,"For every GP function , we first introduce inducing GP targets at inducing GP inputs , which are jointly Gaussian with the transition function ."
EM,expectation maximization,TS-872,We establish a few key results that relate the ro - EM method to an SA scheme seeking for a stationary point of .
SVM,support vector machine,TS-873,"Predictive performanceFor the spatial settings ( spatial / spatial and spatial / no tuning ) , GAM and RF show the best predictive performance followed by GLM , SVM and WKNN ( fig : cv_final_boxplots ) ."
AN,attention network,TS-874,"Though attention drift has been observed in attention training of speech recognition , where the authors proposed an MTL framework that combines CTC and AN to handle this issue , our paper is the first work that formally puts forward the concept of attention drift ."
RNN,recurrent neural network,TS-875,"To model the spatial dependency of joints , we cast the graph structure into a sequence of joints and exactly develop a relevant RNN architecture ."
UE,user equipment,TS-876,"After the MC setup , the SN RRC further enhances control link reliability by conveying signaling to the UE through either of the nodes ."
OSI,open source initiative,TS-877,In this study we only consider projects released under one of the more than 60 licences that were approved by the Open Source Initiative ( OSI ) .
RF,random forest,TS-878,"Macroeconomic time series modellingI present a comparative analysis using NN , SVM and RF within the Shapley regression framework to model quarterly UK and US macroeconomic time series between 1955 - 2017 and 1965 - 2017 , respectively ."
CNN,convolutional neural network,TS-879,"Fast R - CNN architectures compute a single feature map from the image using a CNN , and then feed the features for each region proposal into the classifier - regressor unit ."
FA,fractional anisotropy,TS-880,tabularp0.8cmp5.5cmp6 cm 3cGender Set 1 & Rey Audio and Verbal Learning Test & FA Cingulum L & FA Medial lemniscus L & FA Cingulum ( hippocampus ) L Set 2 & FA Posterior thalamic radiation ( include optic radiation ) L & Set 3 & FA Corticospinal tract R & FA Superior fronto - occipital fasciculus R tabular Group difference in gendertabletable  ! 
SVD,singing voice detection,TS-881,This new set is then used to train a new SVD systems based on the same CNN architecture .
BN,batch normalization,TS-882,*         We show the learned parameters of the first BN layer of when unrolls different steps trained on CIFAR-100 .
SVM,support vector machine,TS-883,"Since any positive - definite matrix could be treated as a kernel matrix , kernel SVM can be used to make prediction based on a similarity matrix , which records pairwise similarities between objects ."
ES,enterprise storage,TS-884,"PS drives are used several hours a day , while ES drives are powered up all the time , but disks may be powered down in archival storage ."
SVM,support vector machine,TS-885,"Some of the most common machine learning algorithms which are used in human activity recognition are ; SVM , KNN , Random Forest , Naive Bayes , and HMM ."
ARD,adversarially robust distillation,TS-886,"Thus , ARD is a natural analogue of adversarial training but in the context of distillation ."
VM,virtual machine,TS-887,"Unfortunately , the most current research work overlook this dynamicity of VM placement requests which is often managed by cloud infrastructure controllers ."
BU,buruli ulcer,TS-888,to assess waterrelated risk factors of BU a casecontrol study of patients cases and controls was undertaken by matching age group sex and bacille calmetteguerin bcg vaccination PH in ghana the factors used here for matching have previously been implicated as factors of buruli ulcer an emerging infectious disease this is the first study to delineate a set of previously suspected waterrelated risk factors in a casecontrol study matching for age group sex and bcg vaccination status the results of both bivariate and multivariate analyses presented a significantly high odds ratio or only for swimming in rivers on a habitual basis or p among the major waterrelated risk AF use of water from rivers and ponds for drinking cooking bathing and washing purposes were not significant risk factors our data suggest that swimming or activities on riverbanks associated with it is a risk factor
ZF,zero forcing,TS-889,"Generally , MMSE and ZF detectors outperform MRC owing to its ability to cancel out interference within the cell ."
AD,alzheimer 's disease,TS-890,"The EBM methods used for comparison in these experiments are Huang ""s"" EBM Huang:2012 and the variant of Fonteijn ""s"" EBM that is suited for AD disease progression modeling Young:2014 ."
IM,index modulation,TS-891,"In these schemes , the optimization of the phases of intelligent surfaces and the concept of IM are jointly exploited for improving the signal quality and the spectral efficiency ."
CLS,constrained least squares,TS-892,"figure = cls_mild_stb.pdf , width=3.7 in CLS design example using mild constraints ."
VF,visceral fat,TS-893,spexin mrna and protein are widely expressed in rat tissues and associate with WL in rodents of DIO its location in endocrine and epithelial cells has also been suggested spexin is a novel peptide that involves weight loss in rodents of DIO therefore we aimed to examine its expression in human tissues and test whether spexin could have a role in gl and lipid metabolism in type diabetes mellitus tdm the expression of the spexin gene and immunoreactivity in the adrenal gland skin stomach small intestine CL thyroid pancreatic islets VF lung colon and kidney was higher than that in the muscle and connective tissue immunoreactive SS spexin levels were reduced in tdm patients and correlated with fasting blood gl fbg r p hemoglobin ac hbac r p triglyceride tg r p and LD lipoproteincholesterol ldlc r p a negative rho of blood gl with spexin was observed during oral gl ATT ogtt spexin is intensely expressed in normal human endocrine and epithelial tissues indicating that spexin may be involved in physiological functions of endocrine and in several other tissues circulating spexin C2 are low in tdm patients and negatively related to blood glucose and lipids suggesting that the peptide may play a role in glucose and lipid metabolism in tdm
MC,marginal contribution,TS-894,"Firstly , with MC , unlike SV or any other budget - balanced cost sharing scheme , is always an NE ."
VAT,virtual adversarial training,TS-895,"To actualize this loss , we use the KL - divergence as our distance function , and we choose the adversarial noise vector , proposed in VAT , as our noise vector ."
MSE,mean squared error,TS-896,Cellularity MSE with 95 confidence intervals for the segmentation - based ( first row ) and for the end - to - end methods .
SM,scalar multiplication,TS-897,Table shows improvements on other SM methods .
PD,after pancreaticoduodenectomy,TS-898,this study aims to investigate the relationship between GE postprandial glp and insulin sensitivity PD pd
MA,moving average,TS-899,Both OGD and MA were optimally tuned for the TV class as in Appendix .
AV,acquaintance vaccination,TS-900,"However , IMV strategy can work for the contact information availability of 50 of the nodes while RV and AV strategy fails ."
IP,intellectual property,TS-901,Hacker suggests that a solution that frames property contractually is the best approach for normatively anchoring personal data in a way that allows it to be subject to the same kind of market transactions that exist for IP .
PCA,principal component analysis,TS-902,"Using Principal Component Analysis ( PCA ) on the remaining features in each category , the features were transformed to principal components - , where , for category of the features , ranges from - , and being the number of features in the category ."
SVM,support vector machine,TS-903,The first type of methods aims to modify the SVM formulation so that it can be applied to large datasets .
CA,context adaptation,TS-904,"In agreement with the ablation study , the best model ( CNN+PCEN+CA+GDA ) reaches a test AUPRC of , thus outperforming models lacking either PCEN , CA , or GDA ."
LDA,latent dirichlet allocation,TS-905,"While these models are more effective than LDA on microtexts , they can only use the limited information provided by the training corpus , which may not truly reflect the semantic relationships between words within the vocabulary ."
GMM,gaussian mixture model,TS-906,These updates have closed form solution as in the standard GMM .
SP,strictly piecewise,TS-907,Next we compare the performance of the LSTMs to the performance of the s - RNNs in the SP experiments .
ICC,intraclass correlation coefficient,TS-908,"When only features computed with minimal down - sampling are considered ( 1 mm ) , reduced the median ICC from 0.72 to 0.65 , and only recovered at ."
MPI,message passing interface,TS-909,For the MPI implementation we used Open MPI release 1.10.7 ( https://www.open-mpi.org/ ) consistently everywhere .
TSP,triad significance profile,TS-910,"  The importance of feature attributes based on information gain ( SS - Filtering)In SS - Filtering , the user ""s"" status is the most significant feature similar with TSP - Filtering ."
CNN,convolutional neural network,TS-911,This CNN representation is then concatenated with the relevant user embedding and discourse features to get the final representation which is used for classification .
CNN,convolutional neural network,TS-912,The motivation for applying an attention mechanism to the CNN model is to retrieve rationalesof prediction results .
MVA,mevalonate,TS-913,BPs are widely used to treat for OP and have recently been suggested to be ERP in preventing tumor metastasis to the bone one of the mechanisms underlying metastasis inhibition by bisphosphonates has been explained on the basis of the direct effects of these drugs on cancer cells in the bone microenvironment here we have focused on the effect of bisphosphonates on anticancer activity in prostate CA cells because these CA cells frequently metastasize to the bone we found that nitrogencontaining BPs induced apoptosis and inhibited invasion in prostate CA pc cells bisphosphonate pretreatment was found to enhance cell death induced by anticancer drugs the expression of the apoptosis or invasion related AF bcl protein kinase c pkc aminopeptidasen apn and uPA upa decreased on treatment with nitrogencontaining bisphosphonates the molecular mechanisms underlying the decrease in bcl apn and upa expression involved suppression of protein prenylation through inhibition of the MVA pathway these findings have implications with respect to understanding the mechanisms underlying the suppressive effect of BPs on BM of prostate CA
FL,federated learning,TS-914,"Then , we obtain the unique models of delay and energy consumption for FL ."
BAE,bovine aortic endothelial,TS-915,thrombospondin is a matrix protein that inhibits proliferation motility and sprouting of EC cells in vitro and angiogenesis in vivo one mechanism by which thrombospondin may influence endothelial cell biology is through interaction with the endothelial cell alphav beta Int receptor this interaction is mediated via a cryptic argglyasp CS in the CT cabinding region of thrombospondin exposure of the RGD sequence is controlled by disulfide interchange events in the cabinding loops and cglobular domain limited reduction of thrombospondin by dithiothreitol exposes the RGD CS which can bind to the alphav beta Int receptor and support endothelial cell spreading x sun k skorstengaard df mosher j cell biol our aim was to identify possible physiological reductants that can mediate RGD SE we now report that protein disulfide isomerase which is known to catalyze disulfide interchange in thrombospondin and change its enzyme GABA properties and its IB to monoclonal antibodies was secreted by BAE cells and deposited on the cell surface there was an average of approximately fg of protein disulfide isomerase on the surface of a BAE cell treatment of thrombospondin with purified protein disulfide isomerase enhanced adhesion of endothelial cells to thrombospondin in an argglyaspdependent manner through the alphav beta Int receptor and supported cell spreading both cadepleted and careplete thrombospondin were substrates for protein disulfide isomerase these results suggest that endothelial cell derived protein disulfide isomerase may regulate argglyaspdependent IB of thrombospondin
QRF,quantile random forest,TS-916,"However , for each leaf node of the tree , QRF evaluates the estimated distribution as alternative to only the mean of values in RF ."
RA,random access,TS-917,The queues will apply the conventional RA protocol but in the case of packet loss due to collision the two queues will exploit the feedback information to provide some level of coordination .
RNN,recurrent neural network,TS-918,"ConclusionIn this paper , an RNN - based music composition system was proposed ."
SFM,structure from motion,TS-919,"These methods need to produce depth synthesis for poorly reconstructed areas in SFM , which is challenging for intricate structures ."
FC,fusion center,TS-920,We are now ready to derive the optimum decision rule at the FC .
EC,elongation complex,TS-921,a ternary complex composed of rna polymerase rnap dna template and rna transcript is the CE intermediate in the transcription cycle responsible for the elongation of the rna chain although the basic biochemistry of rnap functioning is well understood little is known about the underlying structural determinants the absence of high resolution structural data has hampered our understanding of rnap mechanism however recent work suggests a structurefunction model of the ternary EC if not at a defined structural level then at least as a conceptual view such that key components of rnap are defined operationally on the basis of compelling PSA protein chemical and genetic data the MM has important implications for mechanisms of transcription elongation and also for initiation and termination
APS,aerodynamic particle sizer,TS-922,an understanding of the scaling laws governing aerosol sampler performance leads to new options for testing aerosol samplers at small scale in a small laboratory wind tunnel two methods are described in this paper the first involves an extension of what is referred to as the conventional approach in which scaled aerosol sampler systems are tested in a small wind tunnel while exposed to relatively monodisperse aerosols such aerosols are collected by test and REF samplers respectively and assessed gravimetrically the new studies were carried out for a modified low flowrate version of the iom personal inhalable aerosol sampler it was shown that such experiments can be carried out with a very high level of repeatability and this supported the GA validity of the aerosol sampler scaling laws the second method involves a novel testing system and protocol for evaluating the performances of aerosol samplers here scaled aerosol samplers of interest are exposed to polydisperse aerosols again in a small wind tunnel in this instance the sampled particles are counted and sized using a directreading APS the aps a prototype automated aerosol sampler testing system based on this RPA was built and evaluated in preliminary experiments to determine the performance of another modified version of the iom personal inhalable aerosol sampler the design of the new test system accounts for the complex fluid mechanical coupling that occurs near the sampler inlet involving the transition between the external flow outside the sampler and the internal airflow inside the sampler leading in turn to uncontrolled particle losses the problem was overcome by the insertion of porous plastic foam plugs where the penetration characteristics are well understood into the entries of both the test and the REF samplers preliminary experiments with this new system also supported the GA validity of the aerosol sampler scaling laws in addition they demonstrated high potential that this RPA may be applied in a standardised aerosol testing method and protocol
MRE,median recovery error,TS-923,def : MRE for a variety of generators .
GAP,global average pooling,TS-924,shows that our model due to using GAP layer also learns to localize the common visual patterns for the same facial attribute .
DAR,dynamic assignment ratio,TS-925,"The construction process for DAR matrix requires iterations over all departure / arriving time intervals , paths and links ."
NP,natural problem,TS-926,"This problem arose in the context of list - decoding homomorphism codes but is also of independent interest , both as a problem in computational group theory and as a new and natural problem in NP of unsettled complexity status ."
CA,cumulative activation,TS-927,The algorithm calling is named as ( Balanced Truncation Greedy algorithm for IM - CA problem ) and the algorithm calling is named as ( Activation Dominance Greedy algorithm for IM - CA problem ) .
UM,user model,TS-928,"UM is initialized by TD , AFD , and information from the learned PM ."
AE,absolute error,TS-929,"C > p6.2emg>RGB195 , 195 , 195Ck > GrayC*htbp  The SE ( ) , AE ( ) and HD ( ) calculated using the results of different methods ( Dufour ""s"" method , OCTRMIA3D and GDM ) and the ground truth manual segmentation , for the IS - OS ( ) surface in each of the 10 OCT volumesC > p6.2emg>RGB195 , 195 , 195Ck > GrayC*htbp  The OSE ( ) , OAE ( ) and OHD ( ) calculated using the results of different methods ( Dufour ""s"" method , OCTRMIA3D and GDM ) and the ground truth manual segmentation , for overall retina surfaces in each of the 10 OCT volumesh ! "
CT,computed tomography,TS-930,A comparison on 2D and 3D ConvNets is conducted and shown that 3D ConvNet is better than 2D ConvNet for 3D CT datayan2016classification .
PI,power iteration,TS-931,"To begin investigating this question , two eigenvalue problems were solved with preconditioned and unpreconditioned PI ."
PSC,pittsburgh supercomputing center,TS-932,"figure!htb  subfigure.49 figures / Comparison_t - tot - clusters.pdf Scaling total fig : MPIscaling - clusters subfigure subfigure.49 figures / Comparison_speed - up - clusters.pdf Speed - up fig : MPIspeedup - clusters subfigure subfigure figures / Clusters_IO_compute_scaling_edited.pdf format = hang Scaling of and fig : compute - IO - scaling - clusters subfigure Comparison of the performance of the RMSD task across different clusters ( SDSC Comet , PSC Bridges , LSU SuperMIC ) with MPI - IO ."
CBG,transcortin,TS-933,in the present study we investigated whether transcortin modulates the in vitro effects of cortisol on the proliferation of human IP blood MNC cells pbmc stimulated by different mitogens and on mitogeninduced polyclonal immunoglobulin production physiological doses of cortisol nm strongly inhibited the proliferation of pbmc stimulated by the monoclonal antibody okt or by phytohemagglutinin addition of pure cortisolfree CBG significantly reduced these inhibitory effects in a dose dependent manner CBG microm caused a to fold reduction of the effects of nm cortisol CBG CT had no influence on the proliferation of stimulated pbmc polyclonal immunoglobulin production by pbmc stimulated with pokeweed mitogen was enhanced by physiological does of cortisol a concentration of nm cortisol caused an increase of immunoglobulin g and m production of and respectively this effect was abolished by addition of microm transcortin to the cultures whereas CBG alone had no effect these results indicate that an DUE of the effect of corticoids on NALT should be based on the free cortisol level rather than on the total cortisol concentration
Rm,relative mobility,TS-934,smooth muscle S1 heavy chains sm approximately kilodaltons kda and sm approximately kda were separated on sodium dodecyl sulfate sdspolyacrylamide gels peptide maps of the two heavy chains showed unique patterns limited proteolytic cleavage of purified swine stomach myosin was performed by using a variety of PRs to produce the L1 myosin fragments which were resolved on sds gels a single band was obtained for HMM in the soluble fraction following chymotrypsin digestion however a variable number of bands were observed for CS meromyosin fragments in the insoluble fraction T3 chymotrypsin digestion peptide mapping indicated that the two bands observed after short digestion times with chymotrypsin had Rm and solubility properties consistent with approximately and kda LMM lmm fragments these results indicate that the region of difference between sm and sm lies in the lmm fragment
HD,hip dysplasia,TS-935,costello syndrome is a rare genetic condition caused by heterozygous alterations in hras and characterized by multisystem CA individuals with costello syndrome usually present with severe FF difficulties in infancy SS coarse facial features increased RT risks cardiac and neurological complications intellectual disability and orthopedic complications this T0 further defines the orthopedic manifestations affecting individuals with costello syndrome we studied participants and performed medical records review clinical examinations and orthopedic inquiry forms in participants hip and or spinal imaging assessments were completed serial radiographs were analyzed when available a total of orthopedic manifestations were identified ten manifestations were seen in the majority of the participants hypotonia ligamentous laxity scoliosis kyphosis characteristic hand deformities ulnar deviation of the wrist elbow and shoulder contractures tight achilles tendon and pes planus other characteristics of special note were HD foot deformities requiring surgical MI and osteopeniaosteoporosis we also studied the development of the hips and spine uni or BL hip dysplasia was congenital in some while it developed throughout childhood in others spinal involvement included scoliosis kyphosis lordosis and curvature reversal thoracic lordosis and lumbar kyphosis based on these findings we recommend routine referral to an orthopedic surgeon as well as instituting screening protocols for hips and spine for individuals with costello syndrome
LML,lifelong metric learning,TS-936,Our Lifelong Metric Learning ( LML ) framework can be simply represented as to learn an individual metric for each task in a common subspace .
DAR,dynamic assignment ratio,TS-937,"Using the arrival time , we can compute assignment ratio and put it to its corresponding entry in DAR matrix ."
GP,gaussian process,TS-938,Here the state transition is assumed to be governed by a nonparametric stochastic function following a GP prior .
SP,strictly piecewise,TS-939,"As will be explained in more detail in sec : subreg , SL and SP languages are simple regular languages which only encode local and certain types of long - term dependencies , respectively ."
DFA,direct feedback alignment,TS-940, First hidden layer ( DFA ) . 
PPE,per - pixel - error,TS-941,"Running a paired t - test ( null hypothesis mean(A - B ) = 0 , and a p - value limit of ) on the fold errors reveals that LinExp - PPE and LinExp - RMSE significantly less PPE / PPSE than RF and RF - Adj on unadjusted metrics ."
OPF,optimal power flow,TS-942,"After that , AA theory was developed and has been applied to OPF problems in power systems , which can take the correlation among variables into account and yield much tighter lower and upper bounds compared to IA ."
AV,acquaintance vaccination,TS-943,"However , the RV strategy requires vaccination of 70 nodes to achieve the same efficiency and the AV requires vaccination of 40 nodes ."
PPMI,parkinson 's progression markers initiative,TS-944,Quite a few computational studies have been conducted on PPMI data in recent years .
GCN,graph convolution networks,TS-945,"These results obviously are worse than the performance of the proposed SF - GCN and SPF - GCN , which can balance the commonality and specificity for mining the suited weight of multiple structures ."
CHD,chronic haemodialysis,TS-946,the authors assessed the US evolution of haemodynamics of arteriovenous fistulas avfs cardiohaemodynamics and the dimensions of the heart chambers in a total of thirtyfive patients presenting with terminal CRI tcri and being on CHD chd a further thirteen patients without tcri composed the control group the tcri patients were subdivided into two CG group one n with a distal variant of the ciminotype avf V1 accesses and group two n with a PT variant of afv accesses using a synthetic V1 prosthesis svp the terms of follow up of the tcri patients were as follows day months and after creating the avf days T3 creating the avf there were no differences in the parameters of cardiohaemodynamics and the dimensions of the cardiac chambers between group i and ii as compared with the control the both CG of the patients with tcri at these terms demonstrated increased sizes of the LV lv the dynamic follow up during the subsequent periods showed that group one and group two patients had no statistically significant differences in the parameters studied however patients of the both T0 groups were found to have a trend toward increased dimensions of the right chambers of the HR not exceeding the limits of the norm of these indices the volumetric velocity of the blood flow bfvv through the ciminotype avf during months had a tendency towards a graduate growth up to mlmin whereas the proximal fistulas were characterized by SD indices of the bfvv at a level of mlmin the revealed alterations in the RA chambers of the heart T3 creating the avf required no surgical correction of the volumetric blood flow through the avf during the follow up period up to months
ARA,adversarial risk analysis,TS-947,Our models and the ARA solutions are general and can be applied to most insider threat scenarios .
FEC,forward error correction,TS-948,Another important advance of the MINT - FEC over the uavFEC was the network overhead reduction beyond 1200 m .
CC,cover complexity,TS-949,"In addition , we find that the most difficult case , i.e. , random labeled data , leads to quite large CC ."
CC,constant current,TS-950,"FCC estimate from Charging SOC C - RateNow from the C - rate curves presented earlier we need to select a rate within the CC phase SOC boundary , which would reflect the of the battery ."
RF,random forest,TS-951,"The absolute difference between the best ( RF / GAM ) and worst ( WKNN ) performing model in our setup is 0.081 ( mean AUROC , WKNN vs. RF / GAM ) ( table : auroc_estimates ) ."
FCD,fibrocystic disease,TS-952,we report a typical case of cowden disease or multiple hamartoma syndrome in a year old female without a family history of this illness the patient suffered bilateral FCD of the breast having been subjected to mastectomy because of carcinomatous degeneration she complained of gastric symptoms and the xray examination showed multiple polyposis on PE an asymptomatic thyroid nodule was noted the skin showed multiple wartlike lesions lichenoid papules localized hyperkeratosis and pigmented spots she had many papillomas in her mouth a rasberry tongue and bilateral perleches
CNN,convolutional neural network,TS-953,"Unlike traditional bag - of - words approaches taking -grams in a sparse vector format , this CNN model takes input text in a dense vector format using word embeddings ."
NEP,neuroepithelial,TS-954,we report here a classic case of dysembryoplastic NEP tumour which was situated in the left FL of a yearold boy who presented with intractable partial complex seizures since years of age this tumour entity was first described in and has been incorporated in the nd edition of the who histological typing of cns tumours fewer than cases have been reported from all over the world to our knowledge this is the first report of this tumour from india it is important to recognise this entity since surgery is the only means of cure and radio or chemotherapy is unwarranted
PIT,permutation invariant training,TS-955,Experiments and discussions We evaluated the proposed Probabilistic PIT on two - speaker speech separation problem .
QA,question answering,TS-956,"The results indicate that the methods can be used complementary , and that such a combination has a large positive impact on QA performance , and also facilitates additional features such as data exploration ."
SBA,glycine max,TS-957,cell wall INV cwi and vacuolar invertase vi play multiple functions in plant growth as well as depending on transcriptional and posttranscriptional regulation there is growing evidence that cwi and vi are also subject to posttranslational control by small inhibitory proteins despite the significance of this genes encoding inhibitors their molecular and PSA properties and their potential roles in regulating seed production have not been well documented in soybean SBA in this study two INV inhibitor isoforms gmcif and gmcvif were characterized to possess inhibitory activities in vitro via rat expression transcript analyses showed that they were predominantly expres coronary MI as a means for the prevention of acs there are now several different imaging modalities to help cardiologists stratify plaque stability these include but are not limited to angioscopy magnetic resonance angiography IVUS ivus optical coherence tomography oct and NIRF to date the most studied and frequently used in PCTs are ivus and oct following a brief background discussion of ivus and oct we will objectively evaluate each modalitys ability to detect TPS morphological characteristics this article will also discuss ivus and octs clinical utility with regard to proper stent placement and followup after percutaneous coronary interventions
CS,conventional sparsity,TS-958,"Comparing to conventional CS that requires the null space property to hold with the best -term nonlinear approximation error , the requirement for Gaussian SCS is relaxed to , thanks to the linearity of the best -term linear approximation for Gaussian signals ."
MPI,message passing interface,TS-959,"Data were read from a shared HDF5 file instead of an XTC file , using MPI independent I / O in the PHDF5 library ."
DM,directional modulation,TS-960,"ConclusionIn our work , we proposed an optimum PA strategy of maximizing SR in secure DM networks ."
VM,virtual machine,TS-961,"Thus , the work of , and considered administrator preferences to reduces final solutions of the VM problem ."
TN,thermoneutral,TS-962,ten healthy young men participated in two series of three trials series c with or without local restriction of evaporation either on the trunk or on the legs and series c with or without local moderate nitrogen ventilation lmin under an impermeable garment trunk or leg ventilation T3 min rest in a TN environment the subjects exercised in a warm environment degrees c relative humidity rh during c and rh during c on a CE for min at w during c or at w during c during c local covering with plastic foil did not increase internal temperature but increased the mean skin temperature with a higher effect in the case of leg restriction the trunk skin temperature was affected by the leg covering while the leg skin temperature was not changed by the trunk covering only the local sweat rate of the trunk was increased by the two restriction conditions during c internal temperature was decreased by local ventilation while mean skin temperature was reduced only by trunk ventilation the local ventilation affected only trunk skin temperature with a greater decrease during trunk ventilation trunk ventilation did not influence the skin temperature of the legs while ventilation of the legs decreased trunk skin temperature in addition leg ventilation decreased the sweat rate of the legs the impermeable suit worn during c led to a greater physiological strain compared to the plastic film worn during c even with local ventilation under the impermeable garment as expected limiting sweat evaporation led to an increase in physiological CS microclimate ventilation at a rate of lmin was not sufficient to allow total heat dissipation but allowed min exercise in a warm environment to be completed without excessive heat accumulation it would appear that ventilation of the trunk locally was the best solution because of the smaller increase in skin temperature and higher sweating capacity of the trunk
CNN,convolutional neural network,TS-963,"In a CNN utilizing the mapping in Eq . ( ) ,"
SM,synthesis module,TS-964,We define the SM as a function returning : where is reshaped appropriately to make sense of the sequential nature of the information at each time step .
DVS,dynamic vision sensor,TS-965,The first is the MNIST - DVS dataset of Dynamic Vision Sensor recordings .
LD,large deviation,TS-966,"In particular , by means of LD theory we can derive the scaling of such probabilities when the deviation of their results from the expected value is relevant ."
DCP,deep context prediction,TS-967,"For instance in the case of DCP , video sequence "" Bus Stop Morning "" achieved the lowest AGE score of among all compared methods , its visual result is shown in Figure ( d ) ."
FEC,forward error correction,TS-968,"Other important parameters that are missing in the AM - FEC protections are codec type and motion complexity , which have proved to be efficient in this kind of scheme ."
CNN,convolutional neural network,TS-969,"In this experiment , both FFNN and CNN are employed as the policy network ."
CPI,conditional predictive impact,TS-970,The CPI will not in general control Type I error or have any power against the null when knockoffs are poorly constructed or models are misspecified .
