acronym_,expansion,id,text
FPs,family physicians,TS-2274,the incidence of plasma cell malignancies increases with age since the average age of the american population is increasing FPs can expect to diagnose and manage an increasing number of these patients symptomatology is varied and in early stages subtle the principal entities are multiple myeloma waldenstrÃ¶ms macroglobulinemia and heavy chain diseases comparatively benign disorders include BMG and plasmacytoma the cornerstone for diagnosis of plasma cell HM is SS immunoglobulin electrophoresis
HMC,hybrid monte carlo,TS-2275,"Average radii of gyration in HMC simulations of villin with different time steps , lengths of trajectories and integrating schemes ( left ) and in MD simulations of villin using various step sizes and integrators ( right ) ."
APS,adaptive patch selection,TS-2276,"Thus , under the task of image denoising , the proposed APS scheme can enhance the accuracy of nonlocal similar patch selection ."
RNN,recurrent neural network,TS-2277,"Our experiments have shown that two - stream RNN outperforms existing state - of - the - art skeleton based approaches on datasets for generic actions ( NTU RGB+D ) , interaction activities ( SBU Interaction ) and gestures ( ChaLearn ) ."
DCF,discriminative correlation filter,TS-2278,"As shown in the results , top performing trackers of both DCF - based and End - to - End based methods , i.e. , MCPF , SANet and MD - Net suffer from extremely slow inference speed ."
DBN,deep belief network,TS-2279,Learned weights of ( a ) layer 1 and ( b ) layer 2 in DBN .
IC,integrated circuit,TS-2280,An IC implemented with either combinational or sequential logic locking have five imperative components - ( a ) Key - storage element ; ( b ) Key - delivery unit ; ( c ) Interconnects ; ( d ) Design - for - test ; ( e ) Obfuscated hardware .
SAR,synthetic aperture radar,TS-2281,indicated that the large scale of unlabeled SAR scene data can be reconstructed with training a stacked convolution auto - encoders of which the stacked convolutional layers are capable to transfer to SAR target recognition task .
SA,significance and accuracy,TS-2282,Impact of Multi - level Computation Reuse for Multiple SA Methods sec : opt - searchThis section presents the impact of the computation reuse to the performanceof the MOAT and VBD SA methods .
LTE,long term evolution,TS-2283,"ConclusionIn this paper , the state - of - the - art LTE eMBMS PTM technologies , i.e. , MBSFN and SC - PTM , have been analysed ."
SG,skip gram,TS-2284,"However , CBoW and SG implementation equally consider the contexts by dividing the ws with the distance from target word , e.g. ws=6 will weigh its context by ."
MAP,mean average precision,TS-2285,Mean average precision ( MAP ) and recall are used as evaluation metrics .
CLS,constrained least squares,TS-2286,"figure = env_weights.pdf , width=3.2 in CLS envelope weighting function ."
TAE,transcatheter arterial embolization,TS-2287,we aimed to evaluate the therapeutic effect and safety of TAE with various volume ratios of lipiodol and ethanol in a rabbit vx tumor MM to identify the optimal volume ratio
OP,outage probability,TS-2288,RS - based TransmissionThe closed - form expressions for the statistics of pure and rate - selective RS presented in Section can be easily used to obtain the OP and ASEP of both RS - based schemes as follows .
QA,question answering,TS-2289,"If QA is biased ( bad QA ) , it will come up with discriminating information which is biased based on race , gender , age , ethnicity , religion , social or political rank of publisher and targeted user ."
DCP,deep context prediction,TS-2290,"DCP achieved the highest average F measure score in this category , while RMOG is the second best among all the compared methods ."
PCA,principal component analysis,TS-2291,"For example , using PCA and a user - defined estimate of the number of latent variable we reduce the number of features of digit and reconstruct digit using the formula for , to see the effect of various levels of dimension reduction ."
CT,computed tomography,TS-2292,CPMC has the effect of producing diverse segmentations at various locations and spatial scales however it is computationally expensive ( in the order of 10 minutes for a natural image of 256256 pixels where our CT slices are at the resolution of 512512 ) .
MRT,minimum risk training,TS-2293,"For MRT , we use SGD with a learning rate of 0.01 and set and ."
BMA,bone marrow aspirate,TS-2294,hemophagocytic syndrome hps may be provoked by infections malignancies and AD we report on a yearold woman with longlasting SVR LE sle who presented with malar rash inflammatory LR fever weight loss pancytopenia and mild splenomegaly with cervical lymphadenopathy she had criteria for sle flareup malar rash high antinuclear antibody titer complement consumption pathological urinary sediment and retinal vasculitis despite highdose glucocorticoid therapy pancytopenia and fever worsened important elevations of triglycerides and ferritin were also found BMA demonstrated hemophagocytosis which confirmed the coexistence of hps and sle the treatment with glucocorticoids immunoglobulins cyclophosphamide filgrastim and antimicrobial therapy was unsuccessful T3 one month the patient developed pneumocystis jirovecii pneumonia with fatal outcome bone marrow biopsy taken days before death showed high grade diffuse large bcell cd ki nonhodgkins lymphoma dlbcl we are the first to report the association of both sle and nonhodgkins lymphoma complicated by hps we showed that based on clinical and laboratory data it was difficult to distinguish the EP of hps from sle flareup and newonset dlbcl therapy of such a complex case of hps has not been standardized and opportunistic infections remain a difficult issue
FN,false negatives,TS-2295,and represent the precision and recall of FN teacher .
SVD,singular value decomposition,TS-2296,"Although the time interpolation of SVD does not respect the dynamics of the system , the density of data is enough to provide a good estimation ."
RPG,relevance proximity graph,TS-2297,centersmallsctabularlcccDataset & Item features & User features & Pairwise features Collections & 0.1466 & 0.0260 & 0.0642Video & 0.0099 & 0.0027 & 0.4114tabularscsmallcentertab : importancestable*figure * subfigureb0.51 images / histogram_collections.pdf Video subfigure subfigureb0.47 images / histogram_collections.pdf images / histogram_network.pdf Pinterest subfigure The comparison of RPG performance with baselines under restriction of relevance function computations for Video and relevance function computations for Pinterest dataset .
2VO,carotid artery occlusion,TS-2298,in order to relate clinical angiologic and brainmorphological findings patients with internal 2VO were examined clinically and by doppler US computerized tomography and CBF angiography during computerized tomography haemodynamically induced infarctions could be differentiated from those caused by periocclusive embolism towards the L1 brain arteries this differentiation was based on an integration of angiological as well as brainmorphological data and implicates some important diagnostic therapeutic and prognostic consequences the first group may benefit from immediate surgical restoration of carotid blood flow and have a relatively good prognosis by contrast subjects presenting territorial infarctions mostly experience severe and permanent neurological deficits they should not undergo revascularization since endarterectomy increases the risk of cerebral hemorrhage but cannot cause clinical improvement in five patients following special angiographic techniques the lesions of the IC turned out to be pseudoocclusions this condition threatens the patient considerably but is well accessible to surgical reconstruction thus pseudooclusion seems to be one of the most convincing indication for emergency endarterectomy of the IC
IP,internet protocol,TS-2299,"However , there are fundamental differences between IP addresses and DNS names , namely : first , while all IP addresses have the same value , DNS names do not ."
MD,moderately differentiated,TS-2300,two patients with PC BM from adenocarcinoma of the prostate cap are presented both patients had the diagnosis made antemortem by biopsy and RT immunoreactivity for prostatic phosphatase and prostate specific antigen confirmed prostatic origin brain metastases from prostatic adenocarcinoma are unusual occurring in only per cent of all patients with cap patients present with PS of motor dysfunction HA and seizures the mean age at presentation of brain metastases from cap is fiftynine years old which is younger than most patients with cap the majority of patients die within weeks T3 diagnosis craniotomy with tumor debulking radiation therapy and AD may be useful in prolonging survival all reported cases of cap metastatic to BB have been histologically MD or poorly differentiated the periprostatic A-V plexus is considered the most likely route of tumor spread to the brain
MSE,mean squared error,TS-2301,Equation eqn : DPLMSE_approx shows that the MSE of is inversely proportional to .
BP,bin packing,TS-2302,VSBP is a more general variant of the classical BP in which a limited collection of bin sizes is allowed .
gl,glycyrrhizic acid,TS-2303,the structural properties of glycyrrhizic acid a sweettasting constituent of glycyrrhiza glabra and its interaction with cyclodextrins were analyzed using dynamic CS scattering isothermal titration calorimetry and nmr the dynamic CS scattering and nmr studies showed that glycyrrhizic acid forms a watersoluble aggregate that disperses upon the addition of Î³cyclodextrin the high sweetness of glycyrrhizic acid can be closely correlated with this aggregation because the multimers of gl can simultaneously bind to the sweet taste receptors on the human tongue the isothermal titration calorimetry experiments demonstrated that Î³cyclodextrin binds to gl more strongly than Î²cyclodextrin however both reactions are accompanied by a favorable NC in binding entropy considering the C1 negative change in heat capacity that is observed during the binding of Î³cyclodextrin the main driving force for the binding is hydrophobic interactions with dehydration which is typical for inclusion complex nmr experiments showed that Î³cyclodextrin interacts with the central part of the aglycone moiety not the GlcA moieties resulting in high IB affinity it should also be noted that the two distinct complexes of glycyrrhizic acid with Î³cyclodextrin would exist in aqueous solution
DSA,data science and analytics,TS-2304,"The rationale for this threshold level was that occupations just below this cutoff are questionably considered DSA occupations - take for example , """" Web Developer """" and """" UI / UX Designer / Developer """" ."
TIS,information services,TS-2305,an analysis of documents provided to eight rural illinois hospital CS during a grateful med outreach project involving enduser searching revealed significant patterns that have implications for collection OD and TIS in small underserved hospitals document requests were analyzed by user groups making the requests subject matter inclusion on the brandonhill lists and in abridged index medicus and publication date of the documents requested came from health professional CG other than physicians and nurses eightyfive percent of all requests came from two sites that had AS projecttrained intermediaries with most requests forwarded by the intermediaries subject analysis revealed a strong need for administrative and allied health information in addition to clinical information fewer than half of the titles on the recommended lists were requested during the project most documents requested had been published in the past five years introduction of enduser searching is not the complete answer to improved information access at small hospitals the authors conclude that basic collections and library personnel are still needed locally to respond effectively to health professionals information needs
SMT,satisfiability modulo theory,TS-2306,"In addition , multiple theories can also be used in the same SMT problem instance , which may require additional repeats of this method ."
SO,smart object,TS-2307,A smart object ( SO ) might play three different roles in the proposed decentralized privacy enforcement:(We postpone the reader to Section sec : enforcement for details about processes and algorithms implemented for each role . )
CNN,convolutional neural network,TS-2308,VGG-19 and its variants by is another example of a high - performing CNN where the deeper - is - better philosophy is applied in the net design .
RNN,random neural networks,TS-2309,"htb  PredictiveAnts mechanism The real - time process consists of several modules , each one having very peculiar tasks , as follows : Motion Intensity - The motion intensity characterization is performed by the RNN in real - time since it was already trained and validated in the offline process ; Feedback Receiver - The feedback mechanism is responsible for the retrieval of loss statistics ."
GEM,genetically engineered mice,TS-2310,clonidine and related alpha adrenergic CD25 ar agonists lower arterial pressure primarily by an action within the central nervous system these drugs also have varying degrees of affinity for other cellular components called nonadrenergic IBS naibs for over years the alpha ar agonist activity of clonidinelike drugs was thought to account for their therapeutic effects alpha theory however several CG have recently proposed a competing imidazoline theory according to which the hypotensive effect of clonidinelike drugs would in fact owe more to their affinity for one type of naibs called i receptors the alpha theory is strongly supported by four main types of congruent data first the hypotensive effect of systemically po clonidine is blocked by alpha ar antagonists that are without affinity for i naibs second the hypotensive effect of intravenous clonidine is absent in GEM in which a defective alpha aar has been substituted for the normal one third the sympatholytic effect of clonidine is consistent with the presence of conventional inhibitory alpha ars on sympathetic preganglionic neurons and on their main excitatory inputs in the MO fourth the first i ligand without affinity for alpha ars was found to be biologically inactive the imidazoline theory is supported by a limited repertoire of whole animal in vivo pharmacological experiments that remain open to a wide range of interpretations in conclusion the bulk of the evidence strongly supports a largely predominant role of alpha ar mechanisms in the action of most clonidinelike agents at therapeutically relevant doses or concentrations even the small pharmacological differences between these agents cannot yet be linked with certainty to their relative affinity for i naibs
MSD,million song dataset,TS-2311,"Identifying this problem , authors of also proposed the SHS dataset , a subset of MSD which has almost eighteen thousand songs clustered as cover cliques ."
GPS,global positioning system,TS-2312,"GPS does ""nt"" work in indoor environments because of the low signal received inside the buildings ( obstacles such as concrete , block the GPS signal ) ."
CT,computed tomography,TS-2313,Effect of smoothing and interpolation on a CT slice of an NSCLC patient .
NE,nash equilibrium,TS-2314,"and was true in a "" Ljapunov "" sense , i.e. the strategies chosen fluctuated inside a region around the NE , while the expected values were equal ( as proven by a series of statistical tests ) to the desired value ."
IAS,internal anal sphincter,TS-2315,topical nitrates lower anal sphincter pressure and heal anal fissures but a majority of patients experience headache the IAS has a calcium dependent mechanism to maintain tone and also receives an inhibitory extrinsic ACh innervation it may therefore be possible to lower anal sphincter pressure using calcium channel blockers and cholinergic agonists without SE
ARD,adversarially robust distillation,TS-2316,"Thus , ARD is a natural analogue of adversarial training but in the context of distillation ."
RNN,recurrent neural network,TS-2317,"Slashed lines represent training - only operationsStatistical Analysis of Predictions on Continuous Audio SignalsContinuous OperationThis RNN was trained on discreet , 2-second samples , but in operation , it must run continuously , but more importantly , be able to catch all breaths and report no false positives ."
SVM,support vector machine,TS-2318,The features used in the SVM disambiguation may be divided into two main groups : Presentation MathML features and surrounding text features .
GA,genetic algorithm,TS-2319,Accuracy with every evolution of the proposed method and the Small - set GA .
RNN,recurrent neural network,TS-2320,Bidirectional RNN models are used to capture both forward and backward long term dependencies among words within a sentence .
SPL,sound pressure level,TS-2321,"When 60 s worth of SPL data has been generated , it is written to a dedicated data partition on the SD card ready for data upload ."
ROC,receiver operating characteristic,TS-2322,It also gives better area under the ROC curve .
one,obstruction,TS-2323,the clinical condition of oncologic emergency associated with CC includes hemorrhage perforation and one obstructive colorectal CA is an oncologic emergency commonly observed in our daily clinical practice Tc stent placement for obstructive colorectal cancer is relatively easy and safe and may be considered as an ERP treatment method that enables favorable intestinal decompression preoperatively and onestage resection Tc stent use can be a bridge to surgery enabling shorter duration of hospitalization and reduced postoperative complications and colostomy rates as compared to emergency surgery from january to december this T0 was designed to evaluate the clinical outcomes of patients who underwent surgery for obstructive colorectal cancer the patients were divided into CG cases receiving colonic stent placementthe s group cases receiving ileus tube and emergency surgerythe ns group there was no significant difference in terms of morbidity or survival rate between the CG for the s group out of could onestage resection the colostomy rate in the s group was significantly lower than that in the ns group vs in the s group number of dissected CL nodes was significantly larger and the duration of postoperative stay was shorter than that in the ns group
PP,pairwise perturbation,TS-2324,"In terms of memory footprint , PP is 1.5X more expensive than the ALS algorithm to the leading order for both CP and Tucker decompositions ."
RL,reinforcement learning,TS-2325,"It should be noted that they additionally have mask information whereas we operate directly on the scanned points only.fig:angela -1emfigureApplication into Classificationsec : classificationAs an alternative measure to test the performances of the semantic shape completion , we compared the classification accuracy of and the shapes completed by AE and RL - GAN - Net ."
ML,machine learning,TS-2326,"Users can specify arbitrary ML models to use for each label in LIDA ""s"" back end ."
RF,random forest,TS-2327,Classification results produced by the ANN and RF models show that they can capture most of the underlying patterns of rupture propagation .
ICA,independent component analysis,TS-2328,The Independent component analysis ( ICA ) will capture more variations in the images than the current approach .
GP,gaussian process,TS-2329,"This is related with the noise variance ( one of hyperparameters of the GP ) , as explained in Section ."
SVM,support vector machine,TS-2330,"Using only the raw feature values , NN , SVM and RF are calibrated,(Hyper - parameter tuning via cross - validation . )"
MB,maximal biclique,TS-2331,"paper_MIB_octG_density - eps - converted - to paper_MB_octG_density - eps - converted - to fig : orig Runtimes of the MIB - enumerating ( left ) and MB - enumerating ( right ) algorithms on graphs where , , and ."
MAC,message authentication code,TS-2332,"Off - the - RecordOTR uses an encrypt - then - MAC approach to protect messages ( see Section for details ) which provides confidentiality , integrity , and authentication ."
LR,logistic regression,TS-2333,In Figure we show the training and prediction time comparison of large datasets ( DMOZ-2010 and DMOZ-2012 ) between flat LR and the TD HC approach with ( and without ) feature selection .
SE,software engineering,TS-2334,We identify empirical research on this subject and analyze how the role of time has been characterized in the study of decision making in SE .
SSC,porcine chromosome,TS-2335,the porcine corticotropinreleasing hormonecrh gene is a functionalpositional candidate for quantitative tract loci on SSC with major effects on growth and carcass composition in addition the central role of crh in the NE response to stress implicates the crh gene as a functional candidate for meat quality association of a single nucleotide polymorphism snp in the promoter region of the porcine crh gene gc t with several growth carcass and meat SQ traits was examined using more than individuals from four commercial lines german landrace lr pietrain pi german large white x german landrace f and the german commercial fattening pig cross of pietrain x f pif significant association of the crh snp was found with feed conversion ratio in the pif line with carcass length in the lr L1 and with lean content in the f lr and pi lines moreover significant association with meat colour was found in the pi and lr lines however the effects were in opposite directions the presented results indicate that CS R2 in the porcine crh gene has no major effect on growth and carcass composition in commercial pig lines although it may significantly contribute to variation in meat quality the gct snp may be in incomplete linkage disequilibrium with causal mutations andor exhibit effects in the context of dna R2 at other interacting loci
CNN,convolutional neural network,TS-2336,"For every testing image ( the antigen ) , the trained CNN - AIS model computes the feature vector and compares this with the feature set pool of that class ."
pHa,arterial ph,TS-2337,the effect of rapid or slow infusion of hypertonic sodium bicarbonate on acidbase balance and serum osmolality was studied in acidotic newborn dogs respiratory acidosis and hypoxia were produced by mechanically fixed hypoventilation one group of animals breathed o to prevent hypoxemia rapid infusion of hco in acidotic and hypoxic animals resulted in only a transient minute and small ph units elevation of pHa followed by a continuous fall resulting in a lower ph and a worsened metabolic condition than in the nontreated controls in nonhypoxic acidotic animals rapid infusion of hco had little effect on pHa paco increased suddenly by torr in hypoxic and by torr in nonhypoxic animals there was a concomitant fall in pao torr SS osmolality rose rapidly after rapid infusion of hco rapid infusion of hypertonic bicarbonate into an animal or infant whose ventilation is fixed thus results in a less than predicted elevation of pHa paco rises pao falls and serum osmolality rises the net result may be a worsening rather than an improvement in the animals metabolic state
MI,motor imagery,TS-2338,"Thus , at first , we have calculated the covariances of Right Hand MI , Foot MI and ErrP from their respective EEG signals ."
TTO,tea tree oil,TS-2339,since rosacea is a chronic disease and many patients find prescription therapies unsatisfactory they frequently turn to herbal ingredients for relief of their persistent facial redness the most useful and frequently used herbal EDC include licorice feverfew green tea oatmeal lavender chamomile TTO and camphor oil the utility of most of these herbs is based on their purported antiinflammatory properties some of these herbs have proven effects many have potential benefits and some may aggravate rosacea due to the fact that many patients fail to inform their physicians about their use of herbal ingredients dermatologists should be aware of what patients may be using and be able to advise them about the efficacy of these ingredients or the potential for adverse effects
rho,correlation,TS-2340,internal backbone dynamic motions are essential for different protein functions and occur on a wide range of time scales from femtoseconds to seconds molecular dynamic md simulations and nuclear magnetic resonance nmr spin relaxation measurements are valuable tools to gain access to fast nanosecond internal motions however there exist few reports on rho analysis between md and nmr EC50 data here backbone EC50 measurements of nlabeled sh SH2 domain proteins in aqueous buffer were used to generate GA order parameters s using a modelfree approach simultaneously ns md simulations of sh domain proteins in a defined hydrated box at neutral ph were conducted and the general order parameters s were derived from the md trajectory correlation analysis using the gromos force field indicated that s values from nmr relaxation measurements and md simulations were significantly different md simulations were performed on models with different charge states for three histidine residues and with different water models which were spc simple point charge water model and spce extended simple point charge water model s parameters from md simulations with charges for all three histidines and with the spce water model correlated well with s calculated from the exp nmr EC50 measurements in a sitespecific manner
FIGO,international federation of gynecology and obstetrics,TS-2341,thirtyseven patients with previously UT invasive carcinoma of the uterine cervix FIGO figo stages ib to iva were treated with rad external beam radiotherapy exrt to midplane followed by two intracavitary endocurietherapy ect applications of rad each to point a using a kumar applicator for a TD of rad the major complication rate was percent and the local control rate was percent patients for stages ib and ii and percent patients for stages iii and iva the threeyear uncorrected observed AS was percent for stages ib and ii and percent for stages iii and iva the threeyear adjusted actuarial survival rate was percent for stages ib and ii and percent for stages iii and iva
AI,artificial intelligence,TS-2342,"Americans consider all the AI governance challenges we present to be important : the mean perceived issues importance of each governance challenge is between "" somewhat important "" ( 2 ) and "" very important "" ( 3 ) , though there is meaningful and discernible variation across items ."
CNN,convolutional neural network,TS-2343,We train the CNN model on the training data set ( Table ) and then test the model on a different unseen data set .
MFP,myofascial pain,TS-2344,this T0 investigated the prevalence of the signs and PS of temporomandibular disorders tmd in a population of children and adolescents tmd signs and symptoms were recorded in subjects males and females age range years divided into various groups according to the i angle dental class ii presence and type of crossbite iii gender and iv age ages and years the percentages of signs and PS were compared using the chitest to determine the differences among the CG for the rates of tmd symptoms bruxism joint sounds deviation during opening reduced openinglateralprotrusive movements and MFP subjects who were years old showed a significantly higher prevalence of MFP than those who were years old chi p females showed a significantly higher prevalence of myofascial pain than males chi p subjects with posterior unilateral crossbite showed a significantly higher prevalence of tmd PS chi p and reduction of PET movements chi p than those with no crossbite or with anterior or posterior BL crossbite tmds signs and PS seem to be associated to some definite characteristics of the patient such as female gender young age and presence of posterior unilateral crossbite
FEC,forward error correction,TS-2345,"Owing to these factors , the use of video - aware FEC - based mechanisms is suitable to transmit videos with better quality , although it needs additional bandwidth to send the redundant information data ."
ILP,inductive logic programming,TS-2346,"Among the ILP solvers that are capable of learning recursive predicates ( in an explicit and symbolic manner ) , the most notable examples are Metagol ( metagol ) and dILP ( evans2018learning ) ."
CNN,convolutional neural network,TS-2347,"Different from the CNN , in fact , it employs with several filters also the part of the spectrum between 0.5 - 2.0 kHz ."
PD,positive definite,TS-2348,"Therefore , Property pro : expect is important for the PD - ness of the Hessian ."
GP,gaussian process,TS-2349,Figure ( b ) shows the resultant GP by applying the proposed algorithm to real - world data .
BR,bug reports,TS-2350,"We see that noisy queries get benefited greatly from our reformulations , and on average , their query effectiveness improve up to 122 positions ( MRD of BR , Table ) in the result list ."
NE,nash equilibrium,TS-2351,"In the cases where mutation probability was too large , the "" Nash "" chromosomes were altered significantly and therefore the populations could ""nt"" converge to the NE state ( within the given iterations ) ."
LSC,leicester scientific corpus,TS-2352,"Given the LSC , we also intend to create scientific dictionary where words are extracted from the texts of abstracts in LSC to be used on measuring the information of words for subject categories in the process of quantification of meaning of texts ."
DMH,dorsomedial hypothalamic,TS-2353,we have previously shown that tnfalpha a major Th1 cytokine suppressed Thy gnrh IPG activity and that this inhibitory effect was enhanced by alphahelical crh a crh receptor antagonist the present T0 was conducted to elucidate the involvement of glucocorticoid gc in modulating lh pulses under infectious AS condition ADX adx markedly enhanced the suppressive effect of TNF micro g injected iv on lh pulses in ovariectomized ovx rats i.c.v. with a sc injection of corticosterone mg almost completely restored lh pulses after TNF i.t. in ovxadx animals i.t. of TNF increased the number of cfosimmunoreactive cells in the supraoptic nucleus son the DMH nucleus dmh and the parvocellular region of the paraventricular nucleus pvn which was more prominent in ovxadx than ovx animals except in the dmh pretreatment with corticosterone decreased the number of fosimmunoreactive cells in the pvn and son but not in the dmh these results suggest that gc has a potent protective effect on lh pulsatility under conditions of infectious stress the mechanism of which involves at least the suppression of the excitability of pvn and son SN in addition the dmh does not seem to mediate the central action of gc though it may play an important role in inducing pathophysiological reactions to invasive AS
ST,skin testing,TS-2354,suitability of the rhesus monkey macaca mulatta as an exp host for DUE of vaccines against airborne infection with mycobacterium tuberculosis strain hrv was investigated nonvaccinated monkeys were exposed to estimated doses of or units of hrv in a modified henderson apparatus and the course of the disease was followed by chest x rays ST with purified protein derivative bodyweight determinations and autopsy weeks postinfection these animals developed progressive and extensive tuberculosis with pathological changes proportional to the infecting dose four of seven monkeys vaccinated intravenously with mg of live bcg weeks prior to challenge with units of hrv had no gross evidence of disease at autopsy weeks postinfection the other three monkeys had minimal disease these data demonstrated that i reproducible and progressive infection could be induced in Rh monkeys INF in a manner which simulated NK infection of man and ii a high level of resistance to infection could be induced by bcg vaccine in the rhesus monkey which in nature is highly susceptible to tuberculous infection
FAS,fatty acid synthase,TS-2355,the central or SVR administration of carboxyoctylmethylenebutyrolactone c a synthetic inhibitor of FAS fas causes anorexia and profound WL in rodents the amount of food intake and gastrointestinal mobility are closely related in this T0 an attempt has been made to investigate the effects and mechanisms of c on gastric emptying and gastrointestinal transit T3 intracerebroventricular icv injection in mice our data showed that c microgmouse dosedependently delayed GE and gastrointestinal transit in fasted mice microg c delayed GE by about and reduced gastrointestinal transit by about compared with VH control group administration icv of tetradecyloxyfuroic acid tofa an acetylcoa carboxylase acc inhibitor or ghrelin att the delayed gastrointestinal mobility effect induced by microg c taken together c is able to decrease gastrointestinal mobility and it seems possible that malonylcoa and ghrelin might play an intermediary role in these processes
CS,consensus score,TS-2356,"The average CS for Facebook social network and E - mail network are about 0.71 and 0.85 , respectively ."
MFC,medial frontal cortex,TS-2357,a yearold man developed muscle weakness of the bilateral upper extremities and mental changes beginning with personality NC there was no PH of mental illness in his family a neurological examination year T3 the onset revealed muscle atrophy and fasciculation of his BL upper extremities NP examination revealed concrete speech paraphasia and lack of judgment disorientation amnesia dyscalculia and spatial agnosia however were not recognized these NP findings were compatible with DFT emg and muscle biopsy revealed neurogenic muscular atrophy there was no abnormal findings in the BB xct and the BB mri pet T0 using co and o revealed reduction of cerebral blood flow cbf and cerebral VO2 of oxygen cmro in the bilateral MFC the left temporal SC and the BL thalamus from these these findings the patient was diagnosed as having motor neuron disease with dementia muscle atrophy and dementia worsened gradually a second pet T0 years and months after the ON revealed severe reduction of cbf and cmro in the bilateral TC and the thalamus these pet findings suggested that dysfunction of the temporal SC and the thalamus related to PSD in this case
ARA,adversarial risk analysis,TS-2358,"Therefore , what we really need to elicit is Thus , suppose that given that the attack was not blocked , is the same as in Table when eliciting these probabilities directly and the one in Table when eliciting them using ARA ."
SC,semicarbazide,TS-2359,recently doubts have arisen on the usefulness of semicarbazide as marker residue for the illegal use of the antibiotic NF nfz in aquaculture and poultry production most notably ADA adc has been implicated as an alternative source of SC adc is used in some countries as a dough NRC at concentrations up to mg kg the use of adctreated flour or dough in coated or breaded food products may generate false noncompliant results in the analytical method for nitrofurazone metabolites which is currently in use during the dough preparation process adc is largely reduced to biurea which can be considered as an AGA marker residue of adc thus far no methods have been published for the determination of biurea in food commodities due to its polar nature it is very difficult to generate sufficient PR on conventional c hplc columns with a tsk NH hilic type column good PR was obtained a straightforward extractiondilution protocol was developed using a mixture of DMF and water biurea was nearly quantitatively extracted from a variety of fresh coated and processed products MS detection was performed with positive ESI the sensitivity and selectivity of the MS for biurea was very good allowing PCD at concentrations as low as microg kg however in some extracts severe ion suppression effects was observed to overcome the implications of ion suppression on the quantitative performance of the method an isotopicallylabelled biurea internal standard was synthesized and incorporated in the method the method developed can be used effectively in nitrofurazone analysis to eliminate the risk of false noncompliant results due to the presence of azodicarbonamidetreated components in the food product
NN,neural network,TS-2360,Note that all these modifications are formulated as a full hyperspectral unmixing pipeline with NN modules and it is optimized by a stochastic gradient - based solver in an end - to - end learning scheme .
GP,geometric programming,TS-2361,"GP Standard Form By considering the approximations of sum_snr_expand , eqcons1 , and eqcons2 and given a fixed value of , we can formulate the GP approximated subproblem at the iteration of the SCA for the max sum utility as follows : For max min utility , in addition to the above constraints , we need to approximate the following constraint ."
MC,marginal contribution,TS-2362,"In case of employing the MC in this example , node does not change its action since it increases its cost from 1 to 2 ."
EMF,electromagnetic fields,TS-2363,"The radio - frequencies generated by a medical device or another source ( infrared , microwave or ultrasound therapy ) can affect the patient body and the body of others - the physiotherapist or bystanders , if they find themselves within the EMF , thus , medical devices must be designed to operate in specified intervals of radio frequencies where their behavior will not be affected by the differences of frequencies ."
EE,environmental enrichment,TS-2364,potential stressors of wildlife living in captivity such as artificial living conditions and frequent human contact may lead to a higher occurrence of disease and reduced reproductive function one successful method used by wildlife managers to improve general wellbeing is the provision of environmental enrichment which is the practice of providing animals under MC with environmental stimuli the blackfooted ferret mustela nigripes is a highlyendangered carnivore species that was rescued from extinction by removal of the last remaining individuals from the wild to begin an ex situ breeding program our goal was to examine the effect of EE on HPA activity in ferrets by monitoring fecal glucocorticoid metabolites fgm results demonstrated that enrichment lowered fgm in juvenile male ferrets while increasing it in AD females enrichment had no effect on fgm in juvenile females and AD males these results correspond with our findings that juvenile males interacted more with the enrichment items than did AD females however we did not detect an impact of fgm on the incidence of disease or on the ability of ferrets to become reproductive during the following breeding season we conclude that an EE program could benefit captive juvenile male ferrets by reducing adrenocortical activity
DCNN,deep convolutional neural network,TS-2365,"ConclusionIn this work , we propose a new end - to - end 3D DCNN , named NoduleNet , for solving pulmonary nodule detection , false positive reduction and segmentation jointly ."
IPD,invasive pneumococcal disease,TS-2366,prospective populationbased surveillance to assess the epidemiology of IPD ipd in hematopoietic stem cell transplant hsct patients is limited and a comparison to the GP is lacking by using a populationbased invasive bacterial diseases network surveillance program we studied the incidence clinical significance serotypes and antimicrobial resistance of ipd in a C1 cohort of AD hsct patients and the GP streptococcus pneumoniae isolates and patient data were collected prospectively from to we identified cases of ipd based on sterile site isolates in our hsct population over a year period this translated to an incidence rate of infections per persons per year this compared to an incidence of per persons per year in the GA population regression ratio confidence interval ci p if nonsterile site isolates respiratory tract were included the incidence rate in transplant patients was per persons per year serotypes f and b were most common and of isolates were a serotype included in the pneumococcal polysaccharide and conjugate vaccines respectively the antimicrobial resistance rates were high especially for trimethoprimsulfamethoxazole hsct recipients are at significantly greater risk for ipd than the GP preventative strategies are necessary
