acronym_,expansion,id,text
IP,intellectual property,TS-1986,"Such shift has given rise to business entities like fabless semiconductor companies , offshore IP vendors and foundries ."
FEC,forward error correction,TS-1987,"This chapter describes two video - aware mechanisms that use motion vectors details , FEC , and Fuzzy logic to improve the resilience of UAV video transmission with both UEP and QoE - awareness ."
CNN,convolutional neural network,TS-1988,"Formally , given a controlling vector and a set of candidate convolutional features extracted by a CNN module ( is the number of feature vectors ) , we compute attention logit by where is a trainable matrix , inspired by metric learning ."
SSC,similarity sensitive coding,TS-1989,"In , both stacked - RBM and boosting - SSC were found to work significantly better and faster than LSH when applied to a database containing tens of millions of images ."
AM,arithmetic mean,TS-1990,The F measure based evaluation leads to values lying somewhere between the values obtained from Accuracy and AM measure .
NIC,network interface card,TS-1991,"Diagram of the NDN - DPDK forwarderDuring forwarder initialization , each hardware NIC is provided with a large memory pool to place incoming packets ."
ARA,adversarial risk analysis,TS-1992,"In Section we provide a brief overview of ARA , show why a solution almost always exists and illustrate how to find Monte Carlo solutions to the problems ."
SS,speech synthesis,TS-1993,It seems reasonable given that SS and VC based spoofed data are better modeled through dynamic characteristics .
RP,random priority,TS-1994,It is easy to see that RP satisfies and equal treatment of equals .
CL,cumulative link,TS-1995,"The cumulative link ( CL ) loss function is given by its negative likelihood , that is , We will now consider the multiclass 0 - 1 loss ."
SCA,successive convex approximation,TS-1996,Solution 1 : All Sensing SolutionThe optimization problem formulated in ofi - Nm_conii can be solved optimally at each iteration of the SCA as given in Algorithm using Gurobi / CVX interface .
SG,skip gram,TS-1997,"Similarly , nearest neighbors of second query word Spring are retrieved accurately as names and seasons and semantically related to query word Spring by CBoW , SG and Glove but SdfastText returned four irrelevant words of Dilbahar ( N ) , Pharase , Ashbahar ( N ) and Farzana ( N ) out of eight ."
FEC,forward error correction,TS-1998,"On the other hand , the SSIM average of the non - adaptive Video - aware FEC and ViewFEC mechanism was 0.88 , and the VQM values were 1.81 and 1.77 , respectively ."
MER,maximum entropy regularizer,TS-1999,"However , we can see benefit of MER in all tasks other than the task 2 ."
MSE,mean squared error,TS-2000,Smaller MSE value indicates lower error .
RDF,resource description framework,TS-2001,"We present a comprehensive empirical evaluation of Gremlinator and demonstrate its validity and applicability by executing SPARQL queries on top of the leading graph stores Neo4J , Sparksee and Apache TinkerGraph and compare the performance with the RDF stores Virtuoso , 4Store and JenaTDB ."
MD,multiple description,TS-2002,"Although these correlating transform - based MDC methods provide an effective MD generation method , this kind of MDC method tends to be inefficient when a great deal of information redundancy is expected to be introduced into multiple descriptions ."
NB,naive bayes,TS-2003,"There may be three reasons why CNN works better than NB and ME , but does not reach the expectant performance ."
ML,machine learning,TS-2004,"In this paper , we aim to further improve the performance of AC detection by introducing an alternative efficient approach i.e. , ML based decision to distinguish between one and two Wi - Fi BSSs on the same channel ."
AP,average precision,TS-2005,"Second , Hoeim successively remove errors to reach the AP of 1 ."
RL,reinforcement learning,TS-2006,This interaction of the agent and environment is illustrated in Figure fig : RL .
DBN,directed belief net,TS-2007,The -values from Holm post - hoc test shown in Tables and indicates that the proposed ECS - DBN method statistically outperforms other methods with significant statistical differences based on the results of all 58 datasets .
ASR,automatic speech recognition,TS-2008,"We can see from Table , the average F1 score fell from 71.61 to 66.73 when there are ASR errors in question ."
GSR,group sparsity residual,TS-2009,The complete description of the proposed GSR - NLS for image denoising is exhibited in Algorithm .
PIT,permutation invariant training,TS-2010,Prob - PIT defines a log - likelihood function based on the prior distributions and the separation errors of all permutations ; it trains the speech separation networks by maximizing the log - likelihood function .
LDA,latent dirichlet allocation,TS-2011,"Subsequently , the joint probability distribution of LDA is defined as : Variational InferenceProbabilistic generative models such as LDA require Bayesian inference methods to induce the values of their latent variables from the corresponding posterior distribution ."
MSE,mean squared error,TS-2012,"Then , we developed a low - complexity single - layer iterative algorithm to solve the NPC minimization problem based on the successive convex approximation technique and the equivalent relationship between data rate and MSE ."
CNN,convolutional neural network,TS-2013,"This constraint improved precision in the baseline CNN model without much detriment to recall , and for consistency we kept this constraint throughout our evaluation ."
SVM,support vector machine,TS-2014,"Ensembles of SVM , CRT , Naive Bayes , Random forest and K - NN was considered to label an app into respective classes ."
PM,point multiplication,TS-2015,"Many recommendations have been presented with PM ""s"" endomorphisms to protect many attacks such as Pohlig - Hellman and Pollard ""s"" rho through , and is not dividable on when ."
PPT,pignistic probability transformation,TS-2016,Pignistic probability transformation ( PPT ) has a wide application in decision making .
RV,random vaccination,TS-2017,"For identifying proportion to , the performance of IMV and DV strategy does not change while RV strategy is strongly affected ."
DST,dialogue state tracker,TS-2018,"The predicted labels in DST task depend not only on the last turn , but on the dialogue full history as well ."
RS,rate splitting,TS-2019,It is revealed that RS provides an increase in the range of SI over which FD outperforms HD .
ILP,inductive logic programming,TS-2020,"In this view , the problem of ILP can be seen as finding an assignment to these membership Boolean flags such that the resulting rules applied to the background facts , entail all positive examples and reject all negative examples ."
FJ,friendly jamming,TS-2021,"ACA - ATo maximize secrecy rates for the sources while guaranteeing the cheat - proof property of the FJ power allocation , the authors in employed the ACA - A approach ."
DL,description logics,TS-2022,"the voidext : ComplexLinkSet OWL class is defined with the following DL expression , IRI prefixes are ignored to improve readability : * As a reminder , a void : Dataset is "" a set of RDF triples that is published , maintained or aggregated by a single provider""(http://vocab.deri.ie / voidDataset ) ."
OR,opportunistic relaying,TS-2023,"In this way , OR reduces power consumption and mitigates interference with other co - located WBANs ."
MAE,mean absolute error,TS-2024,"Second , with DecideNet , even training without the object detection scores regularization ( "" RegNet+DetNet+QualityNet "" ) , we obtain significant MAE and MSE decrease as compared with those obtained by the previous methods ."
PA,physical access,TS-2025,Intervention ( Int ) results on the development set of PA tasks .
IP,intellectual property,TS-2026,first proposed logic locking to protect the chip from IP piracy via locking mechanism .
LSB,least significant bit,TS-2027,"Thread then zeroes out the bits in its local bitmap that correspond to threads that are broadcasting a LSB that is incompatible with ""s"" assigned bucket ."
CNN,convolutional neural network,TS-2028,"With stacking of multiple convolutional layers , CNN is able to extract hierarchical features from images ."
SPA,simple power analysis,TS-2029,"In 2017 , have noted that the ECC / ECDSA ( 256-bit ) Comb method has a bit leakage by a SPA attack ."
DA,data augmentation,TS-2030,We then present the preliminaries of DA methods and the motivations of this paper .
ML,machine learning,TS-2031,"Despite these hurdles , there are many new and longstanding efforts to create intelligent tutors , be it using symbolic AI approaches such as ontologies and knowledge modeling nkambou2010 , educational data mining dutt2017 or , more recently , ML - driven approaches conati2018 ."
ASR,automatic speech recognition,TS-2032,Mitigating ASR errors by Subword Units .
OT,optimal transport,TS-2033,"We think the simplicity of non - parametric methods is still valuable , especially when equipped with an elegant distance metric such as OT ."
PVC,premature ventricular contraction,TS-2034,"The experimental results achieved an average accuracy of 96.6 for PAC , 92.8 for MI and 87 for PVC , with an average Error rate of 3.3 for PAC , 6 for MI and 12.5 for PVC ."
MGE,minimum generation error,TS-2035,while the proposed MGE - BN - DNN system took only 8 seconds .
SNP,single nucleotide polymorphisms,TS-2036,"However , core RBAs aimed at SNP analysis , such as SURF , SURF * , SWRF * , and MuliSURF * were not originally extended to handle other basic data types ."
DA,data augmentation,TS-2037,"More importantly , we propose a DA module that incorporates deep adversarial learning and statistical learning techniques , which allows the NID framework to detect network intrusions in small sample scenarios ."
FTE,foveal tilt effects,TS-2038,"We highlight the range of mean tilts in blue boxes in these figures that also indicate the range of corresponding scales for evaluating the PMCs in the Cafe Walls tested ( for samples with no detected Hough lines at scale 4 , the PMC is set to None and the FTE to ) ."
SVD,singular value decomposition,TS-2039,"The SVD process of Lemma introduces four new filters , from the lower four rows of , in order to complete the Parseval frame for ."
OCM,oz computation model,TS-2040,"Another key OCM abstraction is the Kernel Language , a concise set of values and statements that serve as the basic computational elements and as building blocks for higher level computing techniques ."
RL,reinforcement learning,TS-2041,"Unlike the standard RL setting , the learner has direct access to the environment only through a set of agents , acting concurrently ."
CA,contention adaptions,TS-2042,"Similarly to the treap based CA tree , KiWi tries to improve cache locality by storing items in arrays that can store up to items ."
DC,deep convolutional,TS-2043,"For flowers , DC - GAN experiments performed were not able to sufficiently learn the data distribution ."
ED,economic dispatch,TS-2044, Step 3  Adjustment for ED problem : Calculate .
RB,reduced basis,TS-2045,This renders the setup phase of the RB model more rational .
SA,simulated annealing,TS-2046,"After step 2 of the above FPM algorithm , the SA module is added to search the deviation of the illumination wave vector , , and the corresponding pupil function with the cost function is defined aswhere is the calculated complex field of the LR image according to Eq . ( ) ."
CAP,cumulative accuracy profit,TS-2047,"The CAP curve indicates that , within the first of the surveyed population ranked from the highest to the lowest risk estimated , our models target 66 of illegitimate stops of all transactions ."
CC,central cloud,TS-2048,"When all contents are placed at CC , the least power is consumed , however , in this case some of users are dropped due to the latency constraint ."
HMC,hybrid monte carlo,TS-2049,"First , as expected , HMC and GHMC showed very similar behavioural trends ."
SP,spatial pooler,TS-2050,"In the presented prototype implementation , the desirability of the goal states is encoded as a vector of rewards that the parent expects that the architecture will receive if the child can produce a projection which will cause the parent SP to produce the hidden state corresponding to the index of the goal value ."
RNN,recurrent neural network,TS-2051,"Generally , the results of the temporal RNN are much better than those of the spatial RNN ."
RRC,rank residual constraint,TS-2052,t  Illustration of the proposed image denoising method via the rank residual constraint ( RRC ) .
CNN,convolutional neural network,TS-2053,It shows 3D Faster R - CNN works well to detect the nodules from test fold 1 .
CC,constant current,TS-2054,"The charging controller applies the charging algorithm , such as CC - CV , and uses the fuel gauge provided information to control the charging current , voltage , and to terminate the charging ."
DBN,deep belief network,TS-2055,"Thirdly , average ranks show that ECS - DBN is ranked first across most of the benchmark datasets ."
CNN,convolutional neural network,TS-2056,"All these works did not focus on dynamically identifying the most competent CNN ( or model ) based on the target image ""s"" subject ( e.g. documents ) ."
SE,situation entity,TS-2057,"With the CRF layer , the model jointly assigns a sequence of SE labels , one label per clause , by considering individual clause representations as well as common SE label patterns ."
OT,oblivious transfer,TS-2058,We propose to use our maliciously secure OT extension protocol in the PSI protocol of to obtain the most efficient PSI protocol that is maliciously secure against corrupt but semi - honestly secure against corrupt .
ASR,automatic speech recognition,TS-2059,"In the future , we plan to allow the users to customize the systemfor their needs as well as to constantly improve our ASR system ."
CT,computed tomography,TS-2060,"Therefore , in Figure fig : clinical , due to inconsistent imaging geometry , sinogram - based MAR approaches ( e.g. LI ) may lead to an even worse visual quality than raw CT ."
CC,closeness centrality,TS-2061,"Closeness centrality ( CC ) of a node is the reciprocal of sum of the shortest path distances from all other nodes to within the network and it is normalized by the sum of all possible short distance i.e. , where , is the shortest path distance between and and is the total number of nodes and is the set of nodes in the network ."
UE,user equipment,TS-2062,"In each square , one UE is located at the center point and three RRHs are randomly generated in this square to exclusively serve this UE ."
PAD,presentation attack detection,TS-2063,Unseen Capture Devices : protocols that evaluate how a face - PAD algorithm works under capture devices that were excluded on training and dev stages .
SM,system model,TS-2064,System modelSecure Spatial ModulationConsider a typical secure SM system as shown in Fig .
TDM,technical debt management,TS-2065,"miles_qualitative_2013We performed an initial coding cycle using provisional codes miles_qualitative_2013 , i.e. , a "" start list "" of codes matching the list of TDM activities described by Li et al.li_systematic_2015 as well as two codes related to extrinsic and intrinsic motivation , respectively ."
RNN,recurrent neural network,TS-2066,iv ) The margin between LDA+LSTM / Topic - RNN and our TCNLM indicates that our model supplies a more efficient way to utilize the topic information through the joint variational learning framework to implicitly train an ensemble model .
CNN,convolutional neural network,TS-2067,"Similar to Faster R - CNN , the purpose of RPN is to seek and generate the region proposals effectively ."
GI,gradient initialization,TS-2068,These two eliminators include ( 1 ) the use of gradient initialization to compute the initial values of the prototype vector of cloud type node ( denoted as GI ) ; ( 2 ) staggered sample selection to feed cloud data for training ( denoted as SSS ) .
RDF,resource description framework,TS-2069,"It is not difficult to verify that for any RDF graph , we can produce a PG graph , and then recover by using ."
FCN,fully convolutional neural network,TS-2070,The idea is first converting a CT scan image into a sequence of spatially ordered vertebrae sample features using FCN and then feeding the sequence into an RNN that has already learned to encode the long - range contextual information among samples .
MPC,model predictive control,TS-2071,"Contingency MPC was demonstrated in experiment using the convex linear formulation presented in Section III , deployed on an automated Volkswagen GTI ( Fig . ) ."
ILS,incomplete lineage sorting,TS-2072,"In the case where a gene family contains a single gene per species , observed incongruences between a gene tree and a species tree can be analyzed through the prism of ILS in the multispecies coalescent model tree / DegnanR09 ."
SMT,statistical machine translation,TS-2073,"Section 4 contains the description of the experimental settings of our SMT and NMT models , including the pre - processing step performed to comply with the shared task guidelines ."
CCR,correct classification ratio,TS-2074,"In the following sections , we first analyze the performance of some state of the art methods and finally report the CCR achieved by our method ."
RNN,recurrent neural network,TS-2075,"Once the closest word is found , its common vector representation is used ( instead of the vector of zero values ) at the input of the RNN ."
FN,focusing network,TS-2076,"Then , we define the focusing loss function aswhere is the ground - truth pixel label and is avector that combines all the FN parameters ."
ISP,image signal processor,TS-2077,Results on ImageNet show that an ISP improves accuracy by 4.6 - 12.2 on MobileNet architectures of different widths .
MAT,multi - fingered adaptive tactile grasping,TS-2078,"Significance of Calibration Noise Experimental ResultsWhile the experimental results demonstrate the robustness of MAT under various levels of calibration noises , it is important to point out that the calibration noise experiments reflect the same types of symptoms caused by other similarly common challenges in grasping , such as : suboptimality in the grasp pose generated by a learning or planning method partial observability of the 3D point cloud under a monocular camera setup inaccurate object pose prediction by an object pose estimation algorithm perceptual difficulties dealing with transparent or reflective objects performance degradation caused by low - fidelity sim - to - real transfer unexpected object pose disturbanceGrasping in Simulation under Calibration NoiseTable shows the grasp success rate of MAT compared to a strong vision baseline , at varying calibration noises ."
SAD,spectral angle distance,TS-2079,"Experiments on Hyperspectral Classification DatasetsIn this section , we analyze SAD and the qualitative performance of the baseline methods on the University of Pavia and Mississippi Gulfport datasets ."
TCP,test case prioritization,TS-2080,The effect of modifying other existing coverage - based TCP strategies should also be investigated .
GP,geometric programming,TS-2081,"Joint - Optimization SolutionDue to the non - convexity of the optimization problem formulated in Rmax - epsilon , we propose to proceed with a joint - optimization approach where we optimize the binary matrix using the BPSO algorithm ( or the BB method ) and the other continuous decision variables ( and ) using GP ."
BR,bug reports,TS-2082,"If a bug report contains one or more stack traces besides the regular texts or program elements , it is classified into BR ."
LTE,long term evolution,TS-2083,"A , "" Performance Evaluation of Uplink Closed Loop Power Control for LTE System , "" in Proc ."
VI,variable importance,TS-2084,Perhaps the most important distinction between various competing notions of VI is the aforementioned split between marginal and conditional measures .
NC,node classification,TS-2085,NC methods .
NP,neural pooling,TS-2086,hTarget Dependent Final ResultsReproduction of wang_2017wang_2017 extended the NP work of vo_2015 and instead of using the full tweet / sentence / text contexts they used the full dependency graph of the target word .
DBN,deep belief network,TS-2087,The proposed ECS - DBN improves DBN by applying cost - sensitive learning strategy .
IS,information systems,TS-2088,"Although we tend to agree that a typical IS major may need a less extensive mathematical background than a CS major , we believe that rather than excluding logic from the IS curriculum , a significant adaptation of the contents that are taught to align with IS objectives ."
FE,fire emblem,TS-2089,"Therefore , the result that FE being PSPACE - complete is not trivial ."
GA,genetic algorithm,TS-2090,"Note that as the cache size increases , the GA - based approach should evaluate more values of in order to obtain all the Pareto optimal solutions of the joint optimization problem ."
FC,fusion center,TS-2091,"Then , FC applies a fusion strategy and generates final decisions regarding availability of OFDM licensed sub - channels ."
DC,descriptive complexity,TS-2092,A fact which distinguishes complexity classes smaller than from those bigger than is that the characterizations as DC classes in the former case have been obtained only when finite ordered graphs ( aka finite labelled graphs according to our Definition ) are considered ; whereas there exist characterizations for and larger complexity classes for finite graphs without an order .
PDF,portable document format,TS-2093,PlatPal xu2017platpal : Runs a PDF document in Adobe Reader and track its behavior on Windows and macOS .
FL,federated learning,TS-2094,"We compare the proposed FL scheme with the FL FDMA scheme with equal bandwidth ( labelled as """" EB - ""FDMA),the"" FL FDMA scheme with fixed local accuracy ( labelled as """" FE - FDMA """" ) , and the FL TDMA scheme in ( labelled as """" TDMA """" ) ."
DBN,directed belief net,TS-2095,It is apparent that ECS - DBN outranks others in terms of G - mean and accuracy .
VM,virtual machine,TS-2096,"It adopts the notion of affinity to evaluate which VM is preferred to be hosted on a PM , and which PM a VM prefers ."
GN,grid name,TS-2097,"However , if the posterior probability of the predicted GN is less than a specified threshold value ( 0.6 in this case ) , then the output of the classifier is ."
CT,computed tomography,TS-2098,AnatomyNet takes about 0.12 seconds to fully segment a head and neck CT image of dimension .
MAE,mean average error,TS-2099,"While regularization via the homography matrix aids in minimizing the MAE in Table , it adversely affects the performance of the proposed scheme for fine - grained correspondence estimation ."
VM,virtual machine,TS-2100,"The Data Center broker then deploys the application  11  , and looks for the best VM to run the application ."
LDA,latent dirichlet allocation,TS-2101,Latent Dirichlet Allocation ( LDA ) is a probabilistic generative algorithm that aims to give a broad overview of the topics that occur in a collection of documents .
TA,threshold algorithm,TS-2102,"In addition to the sorted lists , TA - SKY also utilizes the ST algorithm proposed in sec:3 for computing skylines ."
SBM,stochastic block model,TS-2103,"In the second version , each layer is generated from an independent SBM , but nodes are allowed to belong only to a subset of the layers ."
DADA,dual adversarial domain adaptation,TS-2104,"Results show that without SSL regularization , our method can perform better in two tasks(AW , WD ) than baseline methods , but the average accuracy of all tasks is decreased by 1.0 compared to the proposed DADA ."
DCT,download completion time,TS-2105,"As we can see , using FEC reduces the total DCT in the vast majority of the smaller files downloads ."
LM,language model,TS-2106,Complementary gains of absolute 0.9 were observed by integrating RNNLM with this approach and the result is compared with crictizing - LM .
PIT,permutation invariant training,TS-2107,Preliminary experiment on the TIMIT dataset for speech separation of a dual - speaker mixed signal using PIT .
GMM,gaussian mixture model,TS-2108,"Number of GMM componentsIn this ablation experiment we investigate the optimal number of GMM components for modeling the Open Images domain , having as a indirect metric the performance on Cityscapes validation ."
CC,covert channels,TS-2109,Another possibility is installing the micro - controller on a drone to improve the sight of the target laser and control the micro - controller remotely using GSM communication from the CC .
SL,strictly local,TS-2110,We trained LSTMs on both positive and negative examples of SL and SP languages .
BS,base station,TS-2111,The femto BS and the WiFi AP are physically separate .
MSE,mean squared error,TS-2112,"Plugging it back in Equation eqn : DPLMSEsumOi , it follows thatequationeqn : improvedDPLMSEo2(rktN)^2 ( d+34d^2)^3,equationwhich is consistently lower than the MSE in Equation eqn : DPLMSE_approx developed for the original ."
CNN,convolutional neural network,TS-2113,") , we have considered CBOW , RNN and CNN for context representation whereas we have RNN and CNN for target representation ."
DR,differential rectifier,TS-2114,"a ) b ) c ) Network architectures : a ) standard feed - forward network , DR integration with b ) early fusion and c ) mid fusion ."
MR,mixed reality,TS-2115,Mixed Reality ( MR ) offers a possible solution to this problem .
RSS,received signal strength,TS-2116,shows the mean RSS value prediction using GP .
SA,string analysis,TS-2117,"However , NLP - Noun ( SA and Original Order ) needs to recover substantially less manifest dependencies ."
RNN,random neural networks,TS-2118,"figure*!htb  center ./rnnFEC_v3_Thesis_gray.eps ./rnnFEC_v3_Thesis.eps center neuralFEC mechanism fig : neuralFEC : designfigure*Towards the design of neuralFECIn order to perform the classification of each frame according to its motion intensity , a RNN was employed ."
OPF,optimal power flow,TS-2119,"OPF solution strategies for interior - point methods : direct ( left ) , warm - start ( middle ) , and reduced ( right ) ."
RL,reinforcement learning,TS-2120,"The idea is that a low - dimensional representation should only keep the useful information and reduce the search space , thus contributing to address two main challenges of RL : sample inefficiency and instability ."
CNN,convolutional neural network,TS-2121,"A standard CNN pipeline ( pooling , normalization , activations , dropout ) can be employed after the first sinc - based convolution ."
DM,distribution matching,TS-2122,This GMI is an upper bound for the GMI of PAS with an ideal infinite block length distribution matcher ( DM ) .
ARD,adversarially robust distillation,TS-2123,"A PyTorch implementation of ARD can be found at : https://github.com/goldblum/AdversariallyRobustDistillationAcknowledgmentsThis research was generously supported by DARPA , including the GARD program , QED for RML , and the Young Faculty Award program ."
RD,relative difference,TS-2124,Relative difference ( RD ) between subordinates and superiors in their use of different types of commitment ( counts normalized by word count of contributions ) .
HAN,hierarchical attention network,TS-2125,We conduct an extensive set of experiments to demonstrate that the proposed framework HAN is superior to both state - of - the art shallow video representation based approaches and deep video representation based approaches on benchmark datasets .
ML,machine learning,TS-2126,"In ML method , we validate the performance on both test ( ) and real - time inference ( ) data ."
VM,virtual machine,TS-2127,"In the same way , propose a Fine - grained scheme based on computing reference resource affinity score RRAS values of each hosted VM for optimal management and decision of VFNs ."
QR,quantile regression,TS-2128,"By using QR , we can make a good inference on the distribution of the predicted values ."
ART,adaptive radix tree,TS-2129,"Although different key insertion orders lead to the same ART structure , we found that the order actually has a significant impact on the time overhead of index construction ."
BS,base station,TS-2130,"Both the DL and UL channel power gains are modeled as , , where represents the short - term fading , which indicates that is an exponentially distributed random variable with unit mean , and ( in meter ) is the distance between user and the BS ."
ART,adaptive radix tree,TS-2131,The algorithm adapts the conventional database cracking technique to the ART index which enables the query to continuously establish the complete ART index structure during the process to avoid unnecessary initialization overhead and to have a high query efficiency .
FPR,false positive rate,TS-2132,The following remarks can be made : FNR increases when the value of increases ; FPR rises significantly as long as the increases ; the impact of is high on FPR because as long as goes up that means the malicious range is expanded .
LAP,low altitude platform,TS-2133,& Less than 1 Kg / LAP /NA . &
RL,reinforcement learning,TS-2134,The implication of time - bomb attack in RL is realistic and broad .
MPI,message passing interface,TS-2135,"We benchmarked the necessary time for splitting the trajectory in parallel using different number of MPI processes ( Table tab : timing - splitting ) ; in general the operation scaled well , with efficiencies although performance fluctuated , as seen for the case on six nodes where the efficiency dropped to for the run ."
RNN,recurrent neural network,TS-2136,ConclusionIt is possible to infer new equations from the consciousness RNN and the Multi - Head Attention Mechanisms to create a LARNN which makes use the attention to augment the range of its consciousness .
PG,property graph,TS-2137,Assume that there is a total function which maps RDF datatypes into PG datatypes .
MET,michigan english test,TS-2138,"With a total of 11,616 possible transitions in the Fixed Text sentences , the resulting feature set contains 9,077 features with a non - zero value for at least one participant for MET , and 8,132 such features for TOEFL ."
HDT,header dictionary triple,TS-2139,It is only 2 times larger than HDT file size and it is about half size of Stardog RDF store .
CNN,convolutional neural network,TS-2140,"For CNN - FF model , the F1-score of 0.93 is obtained with embedding size of 250-D. For CNN - LSTM - FF model , the F1-score of 0.91 with 200-D embedding size and for LSTM - FF model , we obtain the F1-score of 0.90 with 25-D embedding size ."
BA,balanced accuracy,TS-2141,"However , this flexibility comes at the price of slightly lower BA but makes a model capable of operation in the face of unavailable sensors ."
RL,robot learning,TS-2142,"As the next section details , a goal - based RL approach was developed to personalize the instruction and feedback provided to each child by the SAR system ."
MC,marginal contribution,TS-2143,The second observation is that the MC performs slightly better than the SV .
AP,access point,TS-2144,"In addition , the inherently high traffic load at the AP results in that the downlink is saturated in most of the time ."
LDA,latent dirichlet allocation,TS-2145,"Given a document , the LDA topic distribution is incorporated by concatenating with the output of the hidden states to predict the next word ."
IB,information bottleneck,TS-2146,Why do we use the IB ?
CNN,convolutional neural network,TS-2147,"Even though , our proposed method ( DecideNet ; DecideNet+R3 , which trained with an additional R3 stream in Switching - CNN ) is very competitive to existing approaches ."
DBN,deep belief network,TS-2148,"NomenclatureADASYN , SMOTE and its various resampling methods are applied with DBN to generate synthetic minority data on the imbalanced datasets ."
CER,character error rate,TS-2149,"The best reported result from BABEL TDNN baseline model is 37.0 CER , whereas our baseline model trained on 25 hours gives 47.5 CER ."
MT,machine translation,TS-2150,"Although these results are not comparable to BWE or MT , as they are calculated on a smaller dataset , we provide them as a general reference to what results can be expected under monolingual conditions ."
CNN,convolutional neural network,TS-2151,"CNN based weakly supervised object detection : In view of the promising results of CNNs for visual recognition , some recent efforts in weakly supervised classification have been based on CNNs ."
CDA,continuous decomposition analysis,TS-2152,We performed CDA on each EDA signal data - of each participant - by using the recommended settings in Ledalab .
ML,machine learning,TS-2153,developed an ML approach to classify variable versus transient stars .
RNN,recurrent neural network,TS-2154,"The model , RNN - RBM , allows freedom in describing the temporal dependencies of the notes , and is believed to be able to model unconstrained polyphonic music in a piano - roll representation without any dimension reduction ."
PD,pu - primary destination,TS-2155,"Accordingly , each SU submits its bid including ( i ) the FJ power , ( ii ) a time fraction , i.e. , the time for the SU to transmit the PU ""s"" data to the PD , and ( iii ) the channel information related to the SU ."
CT,computed tomography,TS-2156,"Our goal is to disentangle these two components in the latent space , and artifact reduction can be readily achieved by reconstructing CT images without the artifact component ."
EHS,enhanced hybrid simultaneous,TS-2157,t  OP versus of EHS - CNOMA and HS - CNOMA protocols  !
MGM,markov geographic model,TS-2158,"Based on the Markov process and state distribution , the similarity between a testing trajectory and the MGM of a given class is defined bywhere is the similarity between the testing trajectory and the MGM of the given class ."
MD,morphological disambiguation,TS-2159,"ConclusionsIn this work , we propose a joint model of NER and MD tasks that removes the need for external morphological disambiguators ."
MSR,minimum storage regenerating,TS-2160,"K. V. Rashmi , Nihar B. Shah and P. Vijay Kumar , "" Optimal Exact - Regenerating Codes for Distributed Storage at the MSR and MBR Points via a Product - Matrix Construction , "" IEEE Transactions on Information Theory , vol ."
HR,high - resolution,TS-2161,"We combine the second group in HR training set , resulting in a total of HR faces ."
CNN,convolutional neural network,TS-2162,"DeepEM provides more accurate detection ( central slice , center and diameter ) than Faster R - CNN ."
IE,information extraction,TS-2163,"IE extracts important information in the form of named entities , events , relations , and then this information is fed to summarization template which provides summary of the actual text ."
BS,base station,TS-2164,shows sum rate versus maximal transmission power of the BS .
SUs,secondary users,TS-2165,"In our CSS scenario , multiple SUs sense the licensed sub - channels independently , and the PUs """" activities can be predicted by the AP using the collected sensing results of SUs ."
MT,machine translation,TS-2166,"For example , E17 - 2060 introduced a challenge set for MT evaluation focusing on properties : subject - verb agreement , noun phrase agreement , verb - particle constructions , polarity , and transliteration ."
MPI,message passing interface,TS-2167,MPI has two flavors of operation : collective ( all processes have to participate in the same order ) and independent ( processes can perform the operation in any order or not at all)pythonhdf5 .
EMA,exponential moving average,TS-2168,"Figure compares EMA , CO and OMD ."
DR,digit reversal,TS-2169,There are two ways of adding DR units to a standard neural network .
LTE,long term evolution,TS-2170,"To this end , we present a comprehensive technical overview of the LTE eMBMS system , and describe its evaluation methodology in detail ."
IB,information bottleneck,TS-2171,"In practice , solving a constrained optimization problem such as the IB functional is challenging ."
LP,linear programming,TS-2172,"Thus , conflict graphs can be used to find inequalities that cut off the current LP solution ."
CT,computed tomography,TS-2173,"Traditional image interpolation and iterative reconstruction approaches require physical models during CT scanning , and do not achieve sufficient artifact reduction against various shape and material characteristics of metals ."
MB,model - based,TS-2174,Figure shows an overview of interacting MB - MF reinforcement learning paradigm .
MPB,matrix pair beamformer,TS-2175,"Performance Analysis of the Matrix Pair Beamformer with Matrix MismatchIn this section , we will derive the operating curve of MPB , and discuss how it works blindly ."
VM,virtual machine,TS-2176,"It is based on tree - step process where each one is defined with an algorithm , ( 1 ) efficient VMP , ( 2 ) host server election and ( 3 ) recovery strategy agreement , using a heuristic approach is able to select the suitable host servers and to determine the optimal VM placement ."
CRF,conditional random field,TS-2177,"On average , our best results are found in the uninitialized ( Raw ) CBL from BiLSTM - CRF ."
MTC,machine type communications,TS-2178,"While ETSI is responsible for defining the generic MTC architecture , specific issues related with mobile cellular networks are addressed in 3GPP standardization ."
GA,genetic algorithm,TS-2179,Proposed Bi - GAN aided GA network for refining deep neural network parameters .
FC,fully connected,TS-2180,"In key feature selection , calculating the pairwise dissimilarity over all features requires a considerable amount of computation because the number of FC features in a sequence is usually more than 700 , and the dimension of each feature is 4,096 ."
GP,gaussian process,TS-2181,The resulting GP generates a map with grids to be used for localization .
CA,coded aperture,TS-2182,Testing resultsWe collect several CA videos using our prototype system and test using both models with and without BE .
CNL,controlled natural language,TS-2183,""" ICONOCLAST Language""4353 , f w d a is a CNL to write patient information leaflets ."
SVM,support vector machine,TS-2184,"This added step before the testing phase only takes about 5 - 7 of the run - time of the testing phase for SVM class of algorithms , as will be shown in the """" Results """" section ."
